Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,EchoLink,Coordination,Last update,IRLP,Notes,Web links,Downlink Tone,On-air,Affiliate,Features,YSF Digital Enabled,DG-ID,Mixed-Mode,AllStar,Nets,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Denver Regional,Links,WIRES-X,Grid,Commands,Northern Colorado,D-STAR Enabled,Node,Sources,Feed,P25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,Local/Cluster,Southern Colorado,Talkgroup Network,English,Kansas,Local or Reflector,CKRG,KansasLink,Bandwidth,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Worldwide English,Local Network,Location Photo,BYRG,Wyoming,WyLOCAL
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,209.8,WSW,,449.975,444.975,100,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,363976,CCARC,,7301,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,K0JSC.COM,100,,,2,,,,28368,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,,,,Full-time to the  The Fun Machine System .,,DM68xk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,210.1,WSW,,449.65,444.65,107.2,Chaffee,On-Air,Wide area.,,,CCARC,,,,CMRG Repeaters,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,210.1,WSW,,449.925,444.925,103.5,Chaffee,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",,,CCARC,,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,103.5,,Colorado ARES,E-power (Bat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,214.8,NW,,447.225,442.225,,Albany,On-Air,Wide area.,Laramie County EM,,WRCG,,,,,,,Wyoming DMR Project,,,,,,,,11,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,1,2
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,215,W,,146.745,146.145,100,Chaffee,Off-Air,,CLARA,,CCARC,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,217.5,NW,,53.03,52.03,,Albany,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,167.9,N0IP,Wood River,NE,OPEN,,220.4,E,,444.7,449.7,,Hall,On-Air,,,,WB0CMC,,,,,,,,,,,,,,,,,,,,,,,,,,N0IP (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.075,5,131.8,W5HFZ,Buffalo,OK,OPEN,,222.9,SE,,442.075,447.075,131.8,Harper,,,GBARG,,ORSI,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.81,-1.7,131.8,W5HFZ,Buffalo,OK,OPEN,,223,SE,,52.81,51.11,131.8,Harper,,,Great Bison Amateur Radio Group (GBARG),,ORSI,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,223,NW,,146.61,146.01,,Albany,On-Air,Laramie Valley  30 mi radius.,University ARC,,WRCG,,,,http://www.uwyo.edu/uarc,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,223.2,NW,,146.82,146.22,114.8,Albany,On-Air,Wide area.,Shy-Wy Amateur Radio Club,,WRCG,,,,,,,,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,131.8,W5HFZ,Buffalo,OK,OPEN,,223.3,SE,,145.13,144.53,131.8,Harper,,,GBARG,,ORSI,,,,,,Unknown,,WX.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.48,0,88.5,W0WWV,"Hastings, Hastings Museum",NE,OPEN,I,223.8,E,,147.48,147.48,88.5,Adams,On-Air,Hastings Area Simplex IRLP Node,KB0ASQ,,,,3258,,http://w0wwv.org/,88.5,,Amateur Radio Association of Nebraska,,,,,,,,,,,,,,,,"No special codes. 4-digits to connect, 73 to disconnect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,123,W0WWV,"Hastings, Hastings Dog-Walk Park",NE,OPEN,,224.3,E,,443.2,448.2,123,Adams,On-Air,Hastings Area,Amateur Radio Association of Nebraska,,WB0CMC,,,Linked to the W0WWV System. See W0WWV Campbell.,http://w0wwv.org/,123,,,E-power.,,,,,See W0WWV - Campbell,,,,,,,"Full-time to  
        444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE .",,EN00tn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.525,0,141.3,KC0EQA,"Hastings, NE",NE,OPEN,EA,225.1,E,,147.525,147.525,141.3,Adams,On-Air,,,416797,,,,,http://alertradionebraska.blogspot.com/p/about.html,141.3,,,,,,,27553,Nebraska Ragchew Net Tuesdays at 7:30pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,203.5,W5GPR,Buffalo,OK,OPEN,,226.3,SE,,147.12,147.72,203.5,Harper,,30,GPARC,,ORSI,,,,,,Unknown,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,123,W0WWV,"Hastings, KCNT Tower",NE,OPEN,,226.4,E,,145.13,144.53,123,Adams,On-Air,Wide area.,,,WB0CMC,,,"Linked full-time to W0WWV 444.475 Campbell, W0WWV System.",http://w0wwv.org/,CSQ,,,,,,Yes; analog capable.,,,,,,,,,"Full-time to  
        444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE .
 


Full-time to the  W0WWV System .",,EN00un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,123,W0CUO,"Grand Island, Nebraska State Fair",NE,OPEN,,229.6,E,,145.415,144.815,123,Hall,On-Air,Hall County / Nebraska State Fair,Grand Island Amateur Radio Society (GIARS),,WB0CMC,,,,,,,,,,23,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,231.5,WNW,,147.015,147.615,146.2,Albany,On-Air,Albany County,"Albany County ARES/RACES, University Amateur Radio",82070,,,,,http://www.uwyo.edu/uarc/,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,233.6,WSW,,146.64,146.04,77,Rio Grande,On-Air,Low level local coverage,,,,,,,,77,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,234,WSW,,447.1,442.1,77,Saguache,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,,KD0PBV,"Grand Island, St. Francis Hospital",NE,OPEN,,234.4,E,,146.655,146.055,,Hall,On-Air,,Nebraska Emergency Management Agency,,,,,Linked to reflector REF002C,,,,,,,,,,,,,,,,,,,,,,,KD0PBV (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.95,5,123,KE0HZX,Grand Island,NE,OPEN,,234.8,E,,443.95,448.95,123,Hall,On-Air,Hall County,Brian Schmidt,,WB0CMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.35,-1.7,,W0CUO,Grand Island,NE,OPEN,,234.9,E,,53.35,51.65,,Hall,On-Air,,Grand Island Amateur Radio Society (GIARS),,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,123,KD0ENX,"Grand Island, Heartland Event Center",NE,OPEN,,235.8,E,,444.75,449.75,,Hall,On-Air,Hall County,N0DND N0YXV,,WB0CMC,,,,,,,N0DND N0YXV,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,W0CUO,Grand Island,NE,OPEN,I,235.8,E,,146.94,146.34,123,Hall,On-Air,"Grand Island, Elba, Aurora",Grand Island Amateur Radio Society (GIARS),,,,7479,,http://www.gihams.org,,,,"E-power, linked.",,,,,"Mon, Wed, Fri at 19:00. 
Nebraska IRLP Net: Sun at 20:30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,236.2,NW,,146.88,146.28,100,Platte,On-Air,,GPARA,,WRCG,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,236.3,NW,,449.625,444.625,151.4,Platte,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,236.3,NW,,224.68,223.08,,Platte,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.925,5,100,N0IP,St Libory,NE,OPEN,,236.5,E,,444.925,449.925,100,Howard,On-Air,"Hall, Howard, and Merrick Counties Interstate 80, HWY 30, HWY 281",Brian Schmidt,,WB0CMC,,,Replaced repeater.,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,,W0EJL,Burwell,NE,OPEN,,237.4,NE,,147.09,147.69,,Garfield,On-Air,,,,WB0CMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,123,KD0ENX,Grand Island,NE,OPEN,EWA,237.7,E,,147.345,147.945,123,Hall,On-Air,Hall County.,,686210,WB0CMC,,,,,,,,,,23,Yes; analog capable.,29607,Nebraska Ragchew: Tue at 19:30- wires-x NEBRASKA-HUB ROOM 21659 all nodes welcome.,,,,,,,Full-time to the  Nebraska Hub System .,21659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,123,W0CUO,Elba,NE,OPEN,I,238.2,NE,,147.24,147.84,123,Howard,On-Air,,Grand Island Amateur Radio Society (GIARS),,,,7479,,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.025,5,103.5,K0HPO,Isabel,KS,OPEN,,239.2,SE,,442.025,447.025,103.5,Barber,On-Air,50,KB0OKR,,Kansas Repeater Council,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,240.9,SW,,145.21,144.61,110.9,Colfax,On-Air,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,NMFCC,,,,,110.9,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,241.5,SW,,145.25,144.65,123,Taos,On-Air,,Taos ARC,,NMFCC,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,103.5,K0UO,"Medicine Lodge, Gyp Hills",KS,OPEN,,242.4,SE,,146.88,146.28,103.5,Barber,On-Air,40,K0UO,,Kansas Repeater Council,,,,http://kanoklaintertiesystem.org/,,,GSPARC,E-power.,,,,,SUN @ 21:00 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.4,5,103.5,W5ALZ,Nashville,KS,OPEN,,243.3,SE,,442.4,447.4,103.5,Harper,On-Air,,,,Kansas Repeater Council,,,,http://kanoklaintertiesystem.org/,,,"Kan-Okla, State Line Skywarn",,,,,,,,,,,,,Full-time to the  Kan-Okla Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,246.9,SW,,147.04,147.64,141.3,Colfax,On-Air,,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,247.6,SW,,444.35,449.35,100,Colfax,On-Air,,,,NMFCC,,,11,,,,,,,,,,,,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,203.5,W5GPR,"Woodward,  airport",OK,OPEN,,248.8,SE,,146.73,146.13,203.5,Woodward,,,Great Plains Amateur Radio Club (GPARC),,ORSI,,,,,,Unknown,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.9,5,103.5,W5ALZ,"Alva, Hardtner",OK,OPEN,,250.3,SE,,444.9,449.9,103.5,Woods,On-Air,,Kan-okla intertie system,,ORSI,,,,http://kanoklaintertiesystem.org/,,,Kan-okla intertie system,,,,,,,,,,,,,Full-time to the  Kan-Okla Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,252.6,SW,,145.39,144.79,100,Taos,On-Air,Wide area.,Taos ARC,,NMFCC,,,,Taos Amateur Radio Club,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.2,5,88.5,N5DFQ,Woodward,OK,OPEN,,253,SE,,442.2,447.2,88.5,Woodward,Off-Air,,DBARC,,ORSI,,,,,,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,103.5,W5ALZ,Woodward,OK,OPEN,,253,SE,,442.05,447.05,103.5,Woodward,On-Air,,GBARG,,ORSI,,,,http://kanoklaintertiesystem.org/,,,,,,,,,,,,,,,,Full-time to the  Kan-Okla Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.45,5,103.5,W5ALZ,Waynoka,OK,OPEN,,253.4,SE,,443.45,448.45,103.5,Woods,On-Air,,,,ORSI,,,,http://kanoklaintertiesystem.org/,103.5,,,,,,,,,,,,,,,Full-time to the  Kan-Okla Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,254.8,SW,,147.14,147.74,67,Taos,On-Air,,,,,,,,http://www.taosarc.com/,,,TaosARC,11,,,,,,,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,255.9,SW,,444.975,449.975,123,Taos,On-Air,,N5TSV,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.875,5,103.5,K5GUD,Woodward,OK,OPEN,,259.3,SE,,444.875,449.875,103.5,Woodward,,,TSARG,,ORSI,,,,,103.5,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,88.5,K5GUD,Mooreland,OK,OPEN,,259.3,SE,,145.39,144.79,88.5,Woodward,,,K5GUD,,ORSI,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.275,5,,K5GUD,Mooreland,OK,OPEN,,259.4,SE,,444.275,449.275,,Woodward,,,K5GUD,,ORSI,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,K5GUD (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,264.8,SW,,146.76,146.16,67,Rio Arriba,On-Air,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,264.8,SW,,147.22,147.82,100,Rio Arriba,On-Air,Wide area.,New Mexico Mega Link Assoc,,NMFCC,,,,,,,,10,,,,,,,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,272.6,SW,,145.175,144.575,141.3,Taos,Off-Air,,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,272.6,SW,,146.76,146.16,67,Taos,On-Air,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
