Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,County,Op Status,Sponsor,Last update,D-STAR Enabled,Node,Sources,Affiliate,Web links,Coordination,Grid,Coverage,Downlink Tone,Features,Links,Nets,Notes,EchoLink,IRLP,AllStar,Denver Regional,Location Photo,Feed,Commands,On-air,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Europe,Southwest USA,Wyoming,WyLOCAL
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,184.3,NNE,,449.9375,444.9375,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,Laramie,On-Air,,,,,,,https://www.rmham.org/wordpress/,WRCG,,,,,Full-time to the  Rocky Mountain Ham System .,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,184.4,S,,223.94,222.34,CSQ,,,,,,,,Los Alamos,On-Air,,,,,,,,NMFCC,,,CSQ,E-power.,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,185.5,NNE,,448.15,443.15,100,,,,,,,,Laramie,Off-Air,KB7SWR,,,,,,,WRCG,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,185.7,ESE,,146.61,146.01,123,,,,,,,,Prowers,On-Air,Lamar Amateur Radio Club,,,,,,,CCARC,,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,123,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,185.8,ESE,,449.5,444.5,123,,,,,,,,Prowers,On-Air,Lamar ARC,,,,,,,CCARC,,45,,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,186.3,SSE,,145.37,144.77,141.3,,,,,,,,Mora,Off-Air,NMEMA ARC,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,186.3,SSE,,147.2,147.8,67,,,,,,,,Mora,On-Air,,,,,,,http://nm5ml.com/,,,,,8,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,88.5,KB0VJJ,Akron,CO,OPEN,,186.4,NE,,145.4,144.6,88.5,,,,,,,,Washington,On-Air,Colorado Connection,,,,,,,CCARC,,Northeastern plains of Colorado.,123,,Full-time to the  Colorado Connection System .,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Part of the Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,186.4,NE,,448.175,443.175,,,7,,,,,,Morgan,On-Air,W0FT,,,,,Rocky Mountain Ham Radio,http://www.rmham.org/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,E,186.7,NNE,,449.3,444.3,131.8,,,,,,,,Laramie,On-Air,WU7G,,,,,,,,,,,,,,,140284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,187.6,S,,145.41,144.81,100,,,,,,,,Santa Fe,Off-Air,W5HO,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,188.4,SSE,,444.4,449.4,100,,,,,,,,Mora,Off-Air,Mora ARC,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,189,SE,,146.64,146.04,100,,,,,,,,Las Animas,Off-Air,,,,,,,KZ0DEM Repeaters,CCARC,,Wide area: West BACA and East Las Animas counties.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,,N7EMA,Cheyenne,WY,OPEN,,189.5,NNE,,447.025,442.025,,,,,,,,,Laramie,,,,,,,,,WRCG,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,189.5,NNE,,146.775,146.175,114.8,,,,,,,,Laramie,On-Air,Shy-Wy Amateur Radio Club,,,,,,,WRCG,,,,"E-power, WX.","Full-time to  
        147.16500 (KC7SNO) at Albin, WY .","Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,190,E,,146.895,146.295,103.5,,,,,,,,Kit Carson,On-Air,Big Sandy ARC,,,,,,,CCARC,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,190.3,S,,147.02,147.62,141.3,,,,,,,,Santa Fe,On-Air,NMEMA ARC,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,190.4,S,,442.825,447.825,131.8,,,,,,,,Santa Fe,On-Air,Santa Fe ARC,,,,,,,NMFCC,,,,Autopatch.,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,190.4,S,,146.82,146.22,162.2,,,,,,,,Santa Fe,On-Air,Santa Fe ARC,,,,,,SFARC Repeaters,NMFCC,,Wide area.,,"Autopatch, e-power.","Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,190.6,NNE,,145.235,144.635,114.8,,,,,,,,Laramie,On-Air,N7GT,,,,,,,WRCG,,Local: Cheyenne.,,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,190.6,NNE,,147.105,147.705,114.8,,,,,,,,Laramie,On-Air,,,,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,151.4,KC7DHF,Cheyenne,WY,OPEN,,190.6,NNE,,448.95,443.95,151.4,,,,,,,,Laramie,On-Air,,,,,,,,WRCG,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,190.6,NNE,,449.9,444.9,100,,,,,,,,Laramie,On-Air,N7JJY,,,,,,,,,From 5 miles to 25 miles,100,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,191.1,N,,447.225,442.225,,,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Albany,On-Air,Laramie County EM,,,,,Wyoming DMR Project,,WRCG,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,191.8,W,,146.9,146.3,88.5,,,,,,,,Grand,On-Air,Sinbad Desert ARC,,,,,,http://sdarc.us/repeaters/moab.html,UVHFS,,Moab and immediate surroundings.,,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,192.8,S,,147.26,147.86,67,,,,,,,,San Miguel,On-Air,,,,,,,,NMFCC,,Wide area.,,11,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,192.8,S,,147.3,147.9,162.2,,,,,,,,San Miguel,On-Air,Santa Fe ARC,,,,,,SFARC Repeaters,NMFCC,,Wide area.,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,193.1,N,,146.82,146.22,114.8,,,,,,,,Albany,On-Air,Shy-Wy Amateur Radio Club,,,,,,,WRCG,,Wide area.,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,193.3,N,,146.61,146.01,,,,,,,,,Albany,On-Air,University ARC,,,,,,http://www.uwyo.edu/uarc,WRCG,,Laramie Valley  30 mi radius.,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,193.9,N,,53.03,52.03,,,,,,,,,Albany,Off-Air,K7UWR,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,194.1,WSW,,447.4,442.4,,,,,,,,,San Juan,,,,,,,Cactus-Intertie,,UVHFS,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,11,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,194.1,WSW,,146.61,146.01,88.5,,,,,,,,San Juan,On-Air,Sinbad Desert ARC,,,,,,http://www.sdarc.us/repeaters/abajo.html,UVHFS,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,Remote base.,,,11.36,64264,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,194.1,WSW,,447.1,442.1,107.2,,,,,,,,San Juan,On-Air,Grand Mesa Repeater Association (GMRA),,,,,,http://gmra.org,UVHFS,,Wide area.,107.2,E-power.,Full-time to the  GMRA Open System .,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,194.1,WSW,,223.94,222.34,,,,,,,,,San Juan,,Grand Mesa Rptr Assoc,,,,,,,UVHFS,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,11,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,196.8,S,,145.21,144.61,,,,,,,,,Santa Fe,On-Air,W5SF,,,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Santa Fe Amateur Radio Club,,,,Local Santa Fe,,,,,Soon to move to a better location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,196.8,S,,444.575,449.575,,,,,,,,,Santa Fe,On-Air,W5SF,,,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Santa Fe Amateur Radio CLub,,,,Local Santa Fe,,,,,Soon to move to a better location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,N5BGC,"Santa Fe, St Vincent Hospital",NM,OPEN,,198.7,S,,147.2,147.8,162.2,,,,,,,,Santa Fe,On-Air,Santa Fe ARC,,,,,,SFARC Repeaters,NMFCC,,,,E-power. Full time link to Tesuque Peak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,199.2,S,,449.275,444.275,146.2,,,,,,,,Santa Fe,On-Air,Fred Homuth,,,,,,,,,,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,199.5,S,,447.775,442.775,100,,,,,,,,Santa Fe,On-Air,,,,,,,,,,Santa Fe,,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,200.1,SE,,449.2,444.2,118.8,,,,,,,,Baca,On-Air,Baca County Div of Emerg Mgt Communications,,,,,,,,,provides coverage to central Baca County,118.8,,,,,97142,7142,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,200.1,SE,,147.33,147.93,118.8,,,,,,,,Baca,Off-Air,Baca County Amateur Emergency Management,,,,,,KZ0DEM Repeaters,CCARC,,,118.8,,,,,97142,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,200.1,SE,,147.09,147.69,118.8,,,,,,,,Baca,,BCDEARC,,,,,,,CCARC,,,118.8,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,201.7,SSW,,443.1,448.1,100,,,,,,,,Sandoval,On-Air,Sandoval County ARES,,,,,ARRL,http://nmscares.org/,NMFCC,,Wide area - NW NM.,,"Linked, e-power.",,Sandoval County ARES: Mon at 19:30.,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",,,27748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,207.3,NE,,145.295,144.695,,,,,,,,,Logan,Off-Air,NECARA,,,,,,,CCARC,,Wide area,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,209.8,NW,,449.7,444.7,136.5,,,,,,,,Uintah,,W7BYU,,,,,,,UVHFS,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,8,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,209.9,NW,,147.1,147.7,136.5,,,,,,,,Uintah,On-Air,""">Borderline ARC",,,,,,,UVHFS,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,"Autopatch, e-power.","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",,8,458414,3577,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,209.9,NW,,146.92,146.32,136.5,,,,,,,,Duchesne,Off-Air,,,,,,,,UVHFS,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,E-power.,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,210.7,WNW,,449.9,444.9,136.5,,,,,,,,Uintah,,Borderline Amateur Radio Club,,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,7705,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,222.1,SW,,146.82,146.22,100,,,,,,,,Apache,On-Air,Totah ARC,,,,,,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,222.1,SW,,145.25,144.65,100,,,,,,,,Apache,On-Air,San Juan Connection,,,,,,,ARCA,,,,"E-power, linked.",Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,223.2,NNE,,147.165,147.765,114.8,,,,,,,,Laramie,On-Air,Shy-Wy Amateur Radio Club,,,,,,,WRCG,,,,E-power.,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,227.9,SE,,147.35,147.95,88.5,,,,,,,,Cimarron,On-Air,CAPROCK / DUST BOWL INTERTIE,,,,,,,,,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,232.8,WSW,,449.9,444.9,123,,,,,,,,San Juan,On-Air,,,,,,,,UVHFS,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,6,,,Part time link to  two repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,237.3,SW,,448.2,443.2,100,,,,,,,,McKinley,On-Air,,,,,,McKinley County ARES,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,237.3,SW,,147.22,147.82,67,,,,,,,,McKinley,On-Air,New Mexico Mega Link Assoc,,,,,,,NMFCC,,Wide area.,,"Closed autopatch, e-power.",Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,240,NW,,147.04,147.64,136.5,,,,,,,,Uintah,On-Air,Borderline ARC,,,,,,,UVHFS,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,E-power.,Full-time to the  Sinbad Desert (SDARC) System .,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,240.6,NW,,145.49,144.89,136.5,,,,,,,,Uintah,On-Air,"W7BYU,  Borderline ARC",,,,,,,UVHFS,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,"Autopatch, 8,506', linked to (147.320).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,242.5,NE,,146.955,146.355,,,,,,,,,Phillips,,PCARC,,,,,,,CCARC,,,,E-power.,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,259.2,SW,,145.29,144.69,123,,,,,,,,McKinley,On-Air,NARC,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.4,1.6,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,E,259.5,NW,,222.4,224,123,,,,,,,,Sweetwater,On-Air,DRAWZM,,,,,Mountain West Radio Group,,,,Wide Area,,,,,,824055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
